Age,d7Li,upper95,lower95
487.0,10.030016582014651,12.946216077696317,7.355549272680668
486.67676767676767,9.899643356894494,12.817704188179878,7.299938766900211
486.35353535353534,9.770051420673166,12.578561211646438,7.244877128094739
486.030303030303,9.641285282686116,12.312468670048206,7.190391362406798
485.7070707070707,9.513394266307447,12.07002824435263,7.1365103836636195
485.3838383838384,9.386431850319743,11.884355043088217,7.083265178482299
485.06060606060606,9.260453702422254,11.685781568624733,7.030688986118072
484.73737373737373,9.135517655559928,11.490101497908622,6.978817493966896
484.4141414141414,9.011683752147398,11.297334534557056,6.9276890495121695
484.09090909090907,8.889008374782371,11.105880131537734,6.87734488931469
483.7676767676768,8.767520089448936,10.888991748222919,6.807118222927787
483.44444444444446,8.647223035392068,10.67548735667174,6.779190308383416
483.1212121212121,8.528106497114754,10.491233078422777,6.731479107999251
482.7979797979798,8.410100501937038,10.295370320059803,6.66288463329322
482.47474747474746,8.293017293627418,10.058710888011532,6.615018822752469
482.1515151515151,8.176717253410056,9.906099500698119,6.567270372258411
481.82828282828285,8.061180652210737,9.756709530851492,6.486644002200248
481.5050505050505,7.94657183620825,9.60616988877787,6.4478336990886564
481.1818181818182,7.832787617045396,9.500211384521016,6.424746121704898
480.85858585858585,7.719749291113668,9.3529753486494,6.377477210011929
480.5353535353535,7.607476054179529,9.237535948676308,6.250006527994086
480.2121212121212,7.49594628333681,9.11796048488717,6.054530219406532
479.8888888888889,7.384941454168372,9.019215840220776,5.869122952144096
479.5656565656566,7.274498513257753,8.914213615685316,5.74009441019008
479.24242424242425,7.1637343677908385,8.7359283902996,5.716158867407204
478.9191919191919,7.052664800566661,8.567458892051025,5.610414683454533
478.5959595959596,6.941569476857285,8.504919770088872,5.534330609957063
478.27272727272725,6.8284180056775705,8.42156266575049,5.369436644274423
477.9494949494949,6.712417500536817,8.270476717549123,5.213149647117883
477.62626262626264,6.594529603443065,8.119237356422648,5.068667115533799
477.3030303030303,6.475852698653757,7.967680461673679,5.025816338263984
476.979797979798,6.355242852165686,7.8155888714713395,4.916412780896564
476.65656565656565,6.229023459939952,7.718010221006243,4.8386408830749845
476.3333333333333,6.101606753899673,7.580980594388937,4.707375234440953
476.010101010101,6.0053981000059204,7.461438045937938,4.6812191338581775
475.6868686868687,5.913845817201284,7.386872869365533,4.648486936520716
475.3636363636364,5.830114394437757,7.279101205779621,4.5676103729780095
475.04040404040404,5.762357846006706,7.181282757626277,4.617168700865058
474.7171717171717,5.7172103635472284,7.115570176727765,4.655556022831746
474.3939393939394,5.686781487926113,7.057445402549849,4.739353094895922
474.07070707070704,5.664447190947077,7.026389866204782,4.778550709701192
473.74747474747477,5.652762491758543,7.017406600714744,4.76910897467579
473.42424242424244,5.640715020322398,6.950362919407371,4.80367731462183
473.1010101010101,5.631528580067148,6.848547384133851,4.85051529594013
472.77777777777777,5.6254220731372,6.902085847459617,4.874274376836483
472.45454545454544,5.629094367203237,6.925311015866146,4.888409796666979
472.1313131313131,5.6383971527714145,6.919911620160697,4.8957891730034655
471.80808080808083,5.650818636969584,6.980530716402479,4.851886950130195
471.4848484848485,5.668537688329276,7.051053783284931,4.814257797756414
471.16161616161617,5.686152774501141,7.08011620967881,4.791061280897533
470.83838383838383,5.707862901868433,7.191405151363422,4.77559365125146
470.5151515151515,5.738002887877608,7.303210587883252,4.724741307184444
470.19191919191917,5.774241592380724,7.439839838216029,4.676275787288133
469.8686868686869,5.8142261797100465,7.630374103543043,4.64382316033708
469.54545454545456,5.856783174610475,7.793672485147573,4.578014343316534
469.22222222222223,5.898323779420444,7.93812483421888,4.5032994177186385
468.8989898989899,5.936543992110812,8.083333012190248,4.466897774383574
468.57575757575756,5.973230185194246,8.187649669056924,4.476579479013097
468.25252525252523,6.009444285102869,8.343528496276916,4.389280541522142
467.92929292929296,6.04446075210165,8.518041997922527,4.3738749142712665
467.6060606060606,6.081230767479001,8.622935658677822,4.360131486378825
467.2828282828283,6.118901767922423,8.709997343177275,4.25012911583075
466.95959595959596,6.156111168499407,8.956557184075395,4.2027318623937875
466.6363636363636,6.193717034534036,9.179968573310061,4.20323250807143
466.3131313131313,6.226969596259214,9.390018657373538,4.285870640133515
465.98989898989896,6.252997720497885,9.654509822485943,4.423937337157073
465.6666666666667,6.274123219220557,9.618102304505085,4.487917951158764
465.34343434343435,6.286648099300604,9.574120555362029,4.537349409867097
465.020202020202,6.2886652091782285,9.690788505742749,4.490126696531936
464.6969696969697,6.287851618982799,9.585476817947146,4.51772929454351
464.37373737373736,6.268887322144001,9.287919564266689,4.4225981364460685
464.050505050505,6.2526355264497155,9.025403997737925,4.348030118933029
463.72727272727275,6.234442268185345,8.9670264386139,4.246182338808776
463.4040404040404,6.217104288610862,8.697717344744657,4.084106695109107
463.0808080808081,6.215839810369216,8.564449206997292,4.107471882719286
462.75757575757575,6.213180334311274,8.494106162290223,4.028089119349348
462.4343434343434,6.20595775811424,8.425614628346297,3.9025429892491688
462.1111111111111,6.19710570544566,8.305547326595036,3.802567012661477
461.7878787878788,6.187796773136693,8.243710477571344,3.7447997979515653
461.4646464646465,6.178783477338943,8.09867031787793,3.689769009352551
461.14141414141415,6.169213012183616,7.9981413550375535,3.611332444796472
460.8181818181818,6.158984820199192,7.981371003743102,3.5266005662823288
460.4949494949495,6.148166864371995,7.944080619348199,3.44134986910414
460.17171717171715,6.13686970045442,7.896332143812604,3.3554966125608208
459.8484848484849,6.125203133618747,7.870118288276312,3.2689685172306446
459.52525252525254,6.113259035783707,7.846157160993814,3.181703323538476
459.2020202020202,6.10110627800152,7.8639231781010075,3.093647607433102
458.8787878787879,6.088791139395286,7.9155684894701315,3.0047557982016313
458.55555555555554,6.0763398084249625,7.942335205649093,2.9149893556166906
458.2323232323232,6.063757087288701,7.965048967790712,2.8243160730212513
457.9090909090909,6.0510041473418115,8.030686652447859,2.7327094802680754
457.5858585858586,6.037990671011876,8.130346428819472,2.6188917596136574
457.26262626262627,6.024630609227154,8.200887924347494,2.3647281784346794
456.93939393939394,6.0108155188541454,8.289916391918684,2.248299105670947
456.6161616161616,5.996452178295792,8.342312867622589,2.14990206435079
456.2929292929293,5.981521234967815,8.436055557686986,2.050169685077114
455.969696969697,5.966028963204532,8.49679133488643,1.9491920290244207
455.64646464646466,5.94998331844458,8.555201161730233,1.8544437254984398
455.32323232323233,5.933393544240717,8.636861419631217,1.7438229418020352
455.0,5.916269888716753,8.747115936372476,1.6199662850607501
